
Abbasi Educational Welfare Society, 367/2001-02, 27-08-2001, Gorakhpur: Uttar Pradesh, Dr Khalid Ahmad, Abbasi Educational Welfare Society 7 Park Road Gorakhpur 273 009, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Abdul Hameed Shahjahan Educational Social Welfare Society, 770/2008-09  MBD-19200, 19-08-2008, Moradabad: Uttar Pradesh, Julfquar Ali, Village Sihali Khadder Post Dilari District Moradabad 244401, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises
Abdul Jabbar Ucchtar Madhyamik Vidyalaya Samiti, 725-2007-2008, 24-12-2007, Hardoi: Uttar Pradesh, Maskur Ahmad, Abdul Jabbar Ucchtar Madhyamik Vidyalaya Samiti Village Sukhan Khera Post Bhatauli Tahseel Sandeela, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Abdul Rahaman Foundation, 509, 14-11-1995, N.a.: N.a., Mohammed Zaheer Banda, Mohammed Zaheer Abdul Rahaman Foundation Chinamatlapudi Vill & Post Nizampatnam Via Guntur Dist: Andhra Pradesh Pin 522314, Aged/Elderly: Education & Literacy: Health & Family Welfare: HIV/AIDS: Micro Finance (SHGs): Rural Development & Poverty Alleviation: Vocational Training: Water Resources
Abdul Rauf Khan Shiksha Samiti, 341/2003-04, 15-07-2003, Kanpur: Uttar Pradesh, Mohd Roshan, Vill. Sharfabad: Post Jarari: Distt. Farrukhabad (u.p.) Pincode 209739, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Abdul Waheed Memorial Educational And Welfare Society, 782/1999-2000, 23-06-1999, Lucknow: Uttar Pradesh, Jamal Mustafa, Vill - Laulai: Post - Purana Gomti Nagar: Distt. - Lucknow (up) Pin Code - 226106, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Children: Drinking Water: Education & Literacy: Health & Family Welfare: HIV/AIDS
Abha Help Mission, Reg. No. 949/2007, 01-03-2007, Delhi: Delhi, Binny John, C-37: G.t.b. Hospital Campus: Delhi-110095, Aged/Elderly: Agriculture: Art & Culture: Children: Civic Issues: Drinking Water: Education & Literacy: Environment & Forests: Health & Family Welfare: HIV/AIDS: Legal Awareness & Aid: Labour & Employment: Rural Development & Poverty Alleviation: Tribal Affairs: Urban Development & Poverty Alleviation: Vocational Training: Water Resources: Women's Development & Empowerment: Youth Affairs
Abhaj Sanyukt Vikash Samiti, S/64117/2008, 16-12-2008, New Delhi: Delhi, Dinesh Kaushik, A 56 Anoop Nagar Uttam Nagar New Delhi 110059, Aged/Elderly: Children: Education & Literacy: Housing: Right to Information & Advocacy: Urban Development & Poverty Alleviation: Women's Development & Empowerment
Abhay Sewa Samiti, 425/03-04, 30-07-2003, Faizabad: Uttar Pradesh, Digvijay Nath, Abhay Sewa Samiti: Vill- Veerpur Subedar Post- Gilauli: Ps- Intiyathoke: Gonda: U:.p., Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Civic Issues: Differently Abled: Disaster Management: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Labour & Employment: Micro Finance (SHGs): Minority Issues: Panchayati Raj: Right to Information & Advocacy: Rural Development & Poverty Alleviation: Sports: Urban Development & Poverty Alleviation: Vocational Training:
Abhaya Association For Empowerment Of Women, 702/2010, 28-05-2010, Hyderabad: Andhra Pradesh, Usha Dheram, Abhaya Assosication For Empowerment Of Women: 1-8-27/2: North Kamala Nagar: Ecil Cross Road: Hyderabad 500062 Telanagana, Aged/Elderly: Children: Food Processing: Micro Finance (SHGs): Micro Small & Medium Enterprises: Rural Development & Poverty Alleviation: Urban Development & Poverty Alleviation: Vocational Training: Women's Development & Empowerment
Abhaya Charitable Trust, 66 BK4/2004, 20-08-2004, Eluru: Andhra Pradesh, R Neeraja Rani, 509: Surya Residency: Opp. Bsnl Office: Agraharam: Eluru: West Godavari: Andhra Pradesh 534 001, Aged/Elderly
Abhaya Educational Society, 37/ 2008, 27-02-2008, Vijayawada: Andhra Pradesh, T Janaki Devi, 4-103: Puchhalapalli Sundaraiah Street: Ramavarappadu Ring Road: Vijayawada, Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises: New & Renewable Energy
Abhayankar Jan Kalyan Foundation, 757, 16-10-2012, Patna: Bihar, Sri Jay Prakash Jha, Vill+p.o.- Gangdwar: P.s.- Andhrathadhi: District- Madhubani-847235 (bihar), Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Abhigyan Charitable Trust, 2008000009/08-09, 12-02-2008, Dausa: Rajasthan, Mukshri Devi, Vasudev Nagar: Behind Baradari Dausa:303303(raj.), Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Children: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Health & Family Welfare: HIV/AIDS: Housing: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Micro Small & Medium Enterprises: Panchayati Raj: Right to Information & Advocacy: Rural Development & Poverty Alleviation: Science & Technology: Tribal Affairs: Vocational Training: Water Resources
Abhilasha Human Welfare Association, 04/17/08/14768/12, 11-10-2012, Amarwara: Madhya Pradesh, Edu Women Child Elder Awareness Rti Corruption Etc, Jagatdeo Ward No. 13 Amarwara Distt Chhindwara M.p 480221, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Abhilasha Sansthan Sagar, 06/09/01/06765/08, 17-10-2008, Sagar: Madhya Pradesh, Goverment All Project, Mr. Lalit K Patel: Behind Jaidaka Gas Agency:tialkganj:sagar(m.p), Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises
